loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
0.00465,0.006397,0.018293,0,0.006397,0.003022,0.046154,0.040913,0.025062,0.000134,0.002968,0.000134,0.004958,0,0.002237,0,0.034063,0.008772,0.005904,0.007282,0.007273,false
0.016274,0.006397,0,0.007481,0.025116,0.014724,0.030769,0.055069,0.090702,0.000882,0.014842,0.000882,0.017351,0.002907,0.011186,0,0.038929,0.032164,0.021587,0.031447,0.007273,false
0.001453,0.002132,0,0.002494,0.00154,0.000556,0.307692,0.005978,0.031574,0.000004,0.000371,0.000004,0.001416,0,0,0,0.012165,0.005848,0.001292,0.001986,0.002424,false
0.011334,0.002132,0,0,0.014453,0.007476,0.061538,0.029603,0.085682,0.000241,0.007421,0.000241,0.008499,0.017442,0.013423,0,0.024331,0.020468,0.012915,0.017213,0.002424,true
0.004069,0.070362,0.146341,0.022444,0.155432,0.088063,0.007692,0.339431,0.088016,0.032516,0.087941,0.032516,0.004249,0,0.002237,0,0.053528,0.020468,0.192066,0.089705,0.08,true
0.006103,0,0,0,0.008174,0.004103,0.123077,0.01528,0.091035,0.000068,0.004082,0.000068,0.005312,0,0.011186,0,0.021898,0.018519,0.007749,0.008937,0,false
0.018309,0.021322,0.018293,0.012469,0.027129,0.016866,0.023077,0.079986,0.071554,0.001467,0.016698,0.001467,0.018059,0.005814,0.020134,0,0.060827,0.036062,0.023985,0.032771,0.024242,false
0.001744,0,0,0,0.002014,0.000754,0.384615,0.004782,0.053477,0.000004,0.000742,0.000004,0.001062,0,0.004474,0,0.009732,0.007797,0.001661,0.002648,0,false
0.022668,0.014925,0.018293,0.002494,0.023694,0.013586,0.030769,0.062171,0.074151,0.000919,0.013729,0.000919,0.021601,0.011628,0.020134,0,0.043796,0.026316,0.022509,0.025819,0.01697,false
0.002906,0,0,0,0.002251,0.00087,0.223077,0.008202,0.035996,0.000008,0.000742,0.000008,0.002125,0,0.006711,0,0.014599,0.006823,0.00203,0.002648,0,false
0.020924,0.004264,0,0.002494,0.012439,0.007091,0.061538,0.030297,0.079399,0.000234,0.00705,0.000234,0.006728,0.133721,0.011186,0,0.036496,0.028265,0.010517,0.01622,0.004848,false
0.015402,0.010661,0,0.004988,0.009241,0.004303,0.061538,0.031086,0.046965,0.000145,0.004453,0.000145,0.012748,0.026163,0.01566,0,0.026764,0.010721,0.009594,0.008606,0.012121,false
0.011334,0.012793,0,0.007481,0.022272,0.012619,0.023077,0.083166,0.051476,0.001142,0.012616,0.001142,0.01204,0,0.011186,0.009259,0.048662,0.022417,0.019926,0.026481,0.014545,false
0.016565,0.008529,0,0.007481,0.021324,0.012435,0.030769,0.057174,0.073783,0.000774,0.012616,0.000774,0.015227,0.023256,0.011186,0,0.046229,0.028265,0.019742,0.024164,0.009697,false
0.001453,0,0,0,0.001659,0.000575,0.253846,0.007174,0.027203,0.000004,0.000742,0.000004,0.001062,0,0.002237,0,0.012165,0.004873,0.001476,0.001986,0,false
0.002906,0,0,0,0.002962,0.001144,0.130769,0.013941,0.027835,0.000017,0.001113,0.000017,0.002125,0.002907,0.004474,0,0.017032,0.005848,0.002768,0.00331,0,false
0.01424,0.021322,0.060976,0.009975,0.016467,0.00933,0.030769,0.061334,0.051599,0.000623,0.009276,0.000623,0.011331,0,0.03132,0,0.048662,0.022417,0.01476,0.01953,0.02303,false
0.003487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.002325,0.002132,0,0,0.002606,0.001007,0.084615,0.021521,0.015883,0.000024,0.001113,0.000024,0.001771,0,0.004474,0,0.021898,0.003899,0.002583,0.002648,0.002424,false
0.002616,0.002132,0,0.002494,0.00308,0.001341,0.107692,0.016738,0.027186,0.000024,0.001484,0.000024,0.002125,0,0,0,0.029197,0.005848,0.003506,0.002317,0.002424,false
0.000872,0,0,0,0.000948,0.000297,0.307692,0.005978,0.016849,0.000002,0.000371,0.000002,0.000708,0,0,0,0.012165,0.002924,0.000923,0.000993,0,false
0.002034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.000872,0,0,0,0.000592,0.000144,0.515385,0.003587,0.013584,0.000001,0,0.000001,0.000708,0,0,0,0.007299,0.001949,0.000554,0.000662,0,false
0.002034,0.002132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002424,false
0.001744,0.002132,0,0.002494,0.00154,0.000534,0.207692,0.008967,0.020218,0.000005,0.000371,0.000005,0.001771,0,0,0,0.014599,0.003899,0.001476,0.001655,0.002424,false
0.015984,0.012793,0.02439,0.002494,0.011965,0.006356,0.038462,0.052463,0.041104,0.000363,0.006308,0.000363,0.009915,0.017442,0.035794,0.037037,0.043796,0.015595,0.011439,0.01291,0.014545,false
0.006684,0.006397,0.018293,0.004988,0.009596,0.00501,0.061538,0.031659,0.053705,0.000172,0.005195,0.000172,0.007082,0,0.002237,0,0.036496,0.016569,0.00941,0.00993,0.007273,false
0.001162,0,0,0,0.001185,0.000392,0.253846,0.007174,0.018551,0.000003,0.000371,0.000003,0.001062,0,0,0,0.014599,0.002924,0.001292,0.000993,0,false
0.000872,0,0,0,0.000592,0.000144,0.515385,0.003587,0.013584,0.000001,0,0.000001,0.000708,0,0,0,0.007299,0.001949,0.000554,0.000662,0,false
0.0093,0.008529,0,0.007481,0.013861,0.007649,0.061538,0.029292,0.088596,0.000244,0.007792,0.000244,0.010269,0,0.002237,0,0.03163,0.025341,0.012546,0.01622,0.009697,false
0.006103,0.004264,0,0.004988,0.003909,0.001764,0.1,0.017934,0.033381,0.000034,0.001855,0.000034,0.004603,0.005814,0.008949,0,0.029197,0.007797,0.004244,0.00331,0.004848,false
0.007265,0.014925,0.018293,0.012469,0.009478,0.004537,0.046154,0.037422,0.041121,0.000185,0.004453,0.000185,0.007082,0.002907,0.006711,0,0.026764,0.012671,0.007934,0.012248,0.01697,false
0.001744,0,0,0,0.003436,0.001466,0.153846,0.012099,0.041086,0.000019,0.001484,0.000019,0.001416,0,0.002237,0,0.021898,0.007797,0.00369,0.002979,0,false
0.042139,0.023454,0.067073,0.012469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026667,false
0.016856,0.014925,0,0.014963,0.011847,0.00624,0.046154,0.037853,0.055916,0.000257,0.006308,0.000257,0.014164,0.017442,0.024609,0,0.036496,0.017544,0.011439,0.012579,0.014545,false
0.003778,0.002132,0,0.002494,0.004028,0.001787,0.138462,0.013032,0.046474,0.000025,0.001855,0.000025,0.002833,0.002907,0.004474,0,0.019465,0.010721,0.003506,0.004965,0.002424,false
0.002616,0,0,0,0.002488,0.000863,0.230769,0.007963,0.036733,0.000007,0.000742,0.000007,0.001062,0.005814,0.002237,0,0.009732,0.005848,0.00203,0.00331,0,false
0.005812,0.012793,0.036585,0.012469,0.009478,0.004948,0.046154,0.041846,0.040121,0.000225,0.004824,0.000225,0.006374,0,0.002237,0,0.038929,0.015595,0.008303,0.011586,0.014545,false
0.002034,0.002132,0,0.002494,0.002488,0.000961,0.146154,0.012554,0.025975,0.000013,0.001113,0.000013,0.002125,0,0,0,0.017032,0.005848,0.002214,0.002979,0.002424,false
0.015984,0.023454,0.067073,0.014963,0.027959,0.015937,0.023077,0.076518,0.070659,0.001327,0.015955,0.001327,0.016289,0.014535,0.008949,0,0.038929,0.02729,0.022878,0.037074,0.026667,false
0.004069,0.004264,0.012195,0.002494,0.003554,0.00163,0.092308,0.01944,0.02845,0.000034,0.001484,0.000034,0.003187,0,0.008949,0,0.03163,0.007797,0.00369,0.00331,0.004848,false
0.000872,0,0,0,0.000592,0.000144,0.515385,0.003587,0.013584,0.000001,0,0.000001,0.000708,0,0,0,0.007299,0.001949,0.000554,0.000662,0,false
0.002906,0.004264,0.012195,0,0.004265,0.001892,0.092308,0.019919,0.032205,0.000041,0.001855,0.000041,0.002833,0,0.002237,0,0.024331,0.008772,0.003875,0.004965,0.004848,false
0.005231,0.010661,0.030488,0,0.007345,0.003516,0.030769,0.055787,0.021377,0.000213,0.00334,0.000213,0.005666,0,0.006711,0,0.036496,0.008772,0.006273,0.009268,0.012121,false
0.007556,0.006397,0.012195,0.002494,0.013032,0.007034,0.030769,0.065471,0.036453,0.000501,0.00705,0.000501,0.008144,0,0.008949,0,0.046229,0.016569,0.011255,0.01622,0.007273,false
0.003778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.006393,0.012793,0.036585,0.007481,0.007819,0.004082,0.069231,0.027905,0.049651,0.000124,0.004082,0.000124,0.00602,0,0.008949,0,0.034063,0.017544,0.006642,0.00993,0.014545,false
0.006103,0.010661,0.012195,0.002494,0.010307,0.005228,0.030769,0.060641,0.029239,0.000345,0.005195,0.000345,0.00602,0,0.006711,0,0.043796,0.010721,0.010332,0.010262,0.012121,true
0.004359,0.008529,0,0.002494,0.008056,0.003573,0.030769,0.055332,0.021903,0.000215,0.003711,0.000215,0.004603,0,0.002237,0,0.029197,0.006823,0.007565,0.008937,0.009697,false
0.004069,0.010661,0.02439,0.004988,0.022865,0.012705,0.023077,0.072788,0.059216,0.001006,0.012616,0.001006,0.003541,0,0.004474,0.009259,0.055961,0.016569,0.027306,0.014896,0.012121,false
0.012787,0.008529,0.018293,0.004988,0.014927,0.008559,0.038462,0.043687,0.066482,0.000407,0.008534,0.000407,0.01204,0.002907,0.017897,0,0.046229,0.025341,0.014022,0.016551,0.009697,false
0.018018,0.014925,0.042683,0.009975,0.018481,0.010719,0.046154,0.040722,0.08928,0.000475,0.010761,0.000475,0.015935,0.017442,0.020134,0,0.038929,0.030214,0.016605,0.021847,0.01697,false
0.038361,0.031983,0,0.014963,0.052127,0.029714,0.015385,0.106576,0.094598,0.003445,0.029685,0.003445,0.035057,0.017442,0.058166,0,0.034063,0.02924,0.045941,0.063224,0.036364,true
0.003778,0.002132,0,0.002494,0.004976,0.00235,0.107692,0.017527,0.045474,0.000045,0.002226,0.000045,0.004958,0,0,0,0.026764,0.011696,0.004797,0.005296,0.002424,false
0.001744,0,0,0,0.001659,0.000599,0.215385,0.008608,0.023606,0.000006,0.000742,0.000006,0.001416,0,0.002237,0,0.014599,0.004873,0.001476,0.001986,0,false
0.000872,0,0,0,0.001066,0.000334,0.307692,0.005978,0.018955,0.000002,0.000371,0.000002,0.000708,0,0,0,0.012165,0.002924,0.001107,0.000993,0,false
0.006103,0.002132,0,0.002494,0.007582,0.003721,0.046154,0.037494,0.033662,0.000152,0.003711,0.000152,0.004603,0.008721,0.008949,0,0.036496,0.010721,0.007565,0.007613,0.002424,false
0.003197,0.002132,0,0.002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002424,false
0.002325,0,0,0,0.002606,0.000816,0.084615,0.021521,0.012865,0.000019,0.000742,0.000019,0.002125,0,0,0,0.014599,0.001949,0.002952,0.001986,0,false
0.007265,0,0,0,0.010662,0.005104,0.069231,0.026471,0.065411,0.000147,0.005195,0.000147,0.006374,0,0.011186,0,0.024331,0.013645,0.010886,0.010262,0,false
0.025574,0.042644,0.109756,0.022444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041212,true
0.038361,0.074627,0.146341,0.072319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084848,true
0.002034,0,0,0,0.002132,0.000824,0.276923,0.006719,0.04156,0.000006,0.000742,0.000006,0.001771,0,0.002237,0,0.012165,0.007797,0.001661,0.002979,0,true
0.027899,0.066098,0.018293,0.034913,0.070726,0.044473,0.007692,0.235701,0.064007,0.011403,0.044527,0.011403,0.030453,0.002907,0.01566,0.009259,0.072993,0.034113,0.067712,0.076134,0.072727,false
0.003197,0.002132,0,0.002494,0.002725,0.001112,0.084615,0.021521,0.017516,0.000026,0.001113,0.000026,0.002125,0,0.008949,0,0.024331,0.004873,0.002583,0.002979,0.002424,false
0.008718,0.006397,0.012195,0.002494,0.004857,0.002325,0.084615,0.021521,0.036663,0.000054,0.002226,0.000054,0.004958,0.023256,0.01566,0,0.029197,0.011696,0.004244,0.005958,0.007273,true
0.002616,0.002132,0,0.002494,0.002962,0.001314,0.192308,0.009565,0.046597,0.000014,0.001484,0.000014,0.002833,0,0,0,0.019465,0.010721,0.002583,0.003641,0.002424,false
0.134263,0.198294,0.310976,0.167082,0.208032,0.157433,0.007692,0.171712,0.311067,0.029406,0.157328,0.029406,0.139164,0.098837,0.076063,0,0.06326,0.122807,0.195572,0.230387,0.225455,true
0.002906,0.006397,0,0.004988,0.00308,0.001286,0.192308,0.009565,0.045632,0.000013,0.001113,0.000013,0.003187,0,0,0,0.019465,0.007797,0.003321,0.002648,0.007273,false
0.006975,0.017058,0.04878,0.007481,0.011136,0.005649,0.046154,0.037877,0.050581,0.000233,0.005566,0.000233,0.004603,0.008721,0.011186,0,0.03163,0.015595,0.010148,0.01291,0.019394,false
0.0093,0.025586,0.02439,0.002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029091,false
0.005812,0.002132,0,0.002494,0.007582,0.00293,0.053846,0.034864,0.028485,0.000111,0.002968,0.000111,0.005666,0,0.006711,0,0.017032,0.005848,0.007196,0.008275,0.002424,false
0.008428,0.008529,0,0,0.009951,0.004247,0.023077,0.091822,0.01569,0.000424,0.004082,0.000424,0.00779,0.002907,0.008949,0,0.029197,0.004873,0.009594,0.010593,0.009697,false
0.00465,0,0,0,0.004857,0.002192,0.153846,0.012243,0.060795,0.000029,0.002226,0.000029,0.003895,0.005814,0.004474,0,0.017032,0.012671,0.004059,0.006289,0,false
0.002906,0.002132,0,0.002494,0.002725,0.001112,0.107692,0.016738,0.022535,0.00002,0.001113,0.00002,0.003187,0,0,0,0.024331,0.004873,0.002952,0.002317,0.002424,false
0.003197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0.00494,0.014925,0.012195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01697,false
0.005522,0.008529,0,0.004988,0.007819,0.003882,0.046154,0.043352,0.03038,0.000183,0.003711,0.000183,0.005312,0,0.006711,0,0.036496,0.011696,0.006827,0.009599,0.009697,false
0.003487,0.002132,0,0,0.003791,0.001546,0.076923,0.025108,0.020903,0.000042,0.001484,0.000042,0.003187,0,0.004474,0,0.021898,0.005848,0.003321,0.004634,0.002424,false
0.00959,0.002132,0,0,0.01161,0.006315,0.084615,0.022262,0.096265,0.000153,0.006308,0.000153,0.008853,0,0.01566,0,0.026764,0.025341,0.009963,0.014565,0.002424,false
0.002034,0,0,0,0.006279,0.002561,0.1,0.01913,0.045421,0.000053,0.002597,0.000053,0.001771,0,0,0,0.014599,0.008772,0.005351,0.007944,0,false
0.016856,0.025586,0.054878,0.009975,0.015283,0.008604,0.053846,0.033214,0.087894,0.000311,0.008534,0.000311,0.016997,0.002907,0.017897,0,0.036496,0.026316,0.014576,0.016551,0.029091,true
0.004359,0.004264,0,0.002494,0.003673,0.001735,0.053846,0.032783,0.017954,0.000062,0.001855,0.000062,0.003187,0.005814,0.002237,0,0.038929,0.006823,0.003506,0.003972,0.004848,false
0.00465,0,0,0,0.006871,0.003199,0.123077,0.014897,0.072853,0.000052,0.00334,0.000052,0.003541,0,0.008949,0,0.021898,0.012671,0.00738,0.005958,0,false
0.024702,0.095949,0.27439,0.042394,0.072148,0.046327,0.015385,0.12078,0.130138,0.006087,0.046382,0.006087,0.021601,0.023256,0.013423,0.083333,0.053528,0.047758,0.070849,0.074479,0.109091,true
0.150828,0.157783,0.304878,0.072319,0.224855,0.190369,0.015385,0.153659,0.420303,0.031822,0.190353,0.031822,0.140227,0.27907,0.060403,0.009259,0.085158,0.234893,0.1869,0.292949,0.179394,true
0.009009,0.008529,0.018293,0.009975,0.008056,0.004206,0.084615,0.021258,0.067079,0.000097,0.004082,0.000097,0.005666,0.020349,0.008949,0.018519,0.03163,0.018519,0.007749,0.008606,0.009697,false
0.010462,0.021322,0,0.007481,0.014098,0.007725,0.030769,0.055954,0.046843,0.00047,0.007792,0.00047,0.009915,0,0.006711,0,0.043796,0.019493,0.012362,0.017213,0.024242,false
0.006393,0.004264,0,0.002494,0.006516,0.003034,0.076923,0.025108,0.040998,0.000083,0.002968,0.000083,0.006374,0,0.006711,0,0.026764,0.010721,0.006273,0.006951,0.004848,false
0.008428,0.006397,0.012195,0.004988,0.012558,0.006434,0.038462,0.045433,0.048054,0.000318,0.006308,0.000318,0.008853,0,0.006711,0,0.036496,0.01462,0.012546,0.012579,0.007273,false
0.000872,0.002132,0,0,0.002132,0.000891,0.146154,0.012291,0.024571,0.000012,0.000742,0.000012,0.000708,0,0,0,0.021898,0.006823,0.001845,0.002648,0.002424,false
0.008137,0.004264,0,0.004988,0.010425,0.005753,0.061538,0.02879,0.067798,0.00018,0.005937,0.00018,0.007436,0,0.013423,0,0.034063,0.024366,0.008303,0.014234,0.004848,true
0.006684,0.010661,0.030488,0.007481,0.009951,0.005372,0.038462,0.052319,0.034838,0.000306,0.005195,0.000306,0.006728,0,0.006711,0,0.048662,0.015595,0.009041,0.011586,0.012121,false
0.007556,0.004264,0,0.004988,0.007108,0.003642,0.076923,0.025108,0.049212,0.000099,0.003711,0.000099,0.006374,0,0.002237,0,0.034063,0.015595,0.006642,0.007944,0.003636,false
0.003778,0,0,0,0.004739,0.002102,0.176923,0.010473,0.068009,0.000024,0.002226,0.000024,0.003187,0,0.006711,0,0.014599,0.012671,0.003875,0.006289,0,false
0.000872,0,0,0,0.001066,0.000334,0.253846,0.007174,0.015796,0.000003,0.000371,0.000003,0.000708,0,0,0,0.014599,0.001949,0.001292,0.000662,0,false
0.003197,0.002132,0,0.002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002424,false
0.001744,0.002132,0,0.002494,0.001659,0.000599,0.215385,0.008608,0.023606,0.000006,0.000742,0.000006,0.002125,0,0,0.009259,0.014599,0.004873,0.001476,0.001986,0.002424,false
0.00494,0.004264,0.012195,0.002494,0.004265,0.001892,0.061538,0.028694,0.02236,0.000059,0.001855,0.000059,0.004958,0,0.002237,0.009259,0.029197,0.006823,0.004059,0.004634,0.004848,false
0.002034,0,0,0,0.001659,0.000575,0.253846,0.007174,0.027203,0.000004,0.000742,0.000004,0.001416,0,0.004474,0,0.012165,0.004873,0.001476,0.001986,0,true
0.006393,0,0,0,0.010544,0.005735,0.153846,0.011717,0.166064,0.000073,0.005566,0.000073,0.007082,0.002907,0,0,0.017032,0.02924,0.008672,0.013903,0,false
0.005812,0.006397,0.018293,0.004988,0.005568,0.002593,0.107692,0.01693,0.051932,0.000048,0.002597,0.000048,0.006728,0,0,0,0.024331,0.011696,0.005535,0.005627,0.007273,false
0.004069,0.006397,0.012195,0,0.003436,0.001524,0.069231,0.026638,0.019411,0.000044,0.001484,0.000044,0.003895,0,0.004474,0,0.029197,0.006823,0.002952,0.004303,0.007273,false
0.008428,0.002132,0,0.002494,0.009714,0.005203,0.069231,0.026303,0.067114,0.000149,0.005195,0.000149,0.008499,0,0.006711,0,0.034063,0.020468,0.009041,0.010924,0.002424,false
0.006103,0,0,0,0.006042,0.002631,0.130769,0.014347,0.062199,0.000041,0.002597,0.000041,0.003895,0.011628,0.011186,0,0.014599,0.011696,0.004982,0.007944,0,false
0.018018,0.021322,0,0.024938,0.020614,0.010857,0.015385,0.101865,0.036154,0.001203,0.010761,0.001203,0.016997,0.026163,0.006711,0.009259,0.043796,0.01462,0.019004,0.023502,0.013333,false
0.001162,0,0,0,0.002014,0.000754,0.223077,0.008369,0.030556,0.000007,0.000742,0.000007,0.001062,0,0,0,0.014599,0.005848,0.001845,0.002317,0,false
0.000872,0,0,0,0.000829,0.000243,0.384615,0.004782,0.017252,0.000001,0.000371,0.000001,0.000708,0,0,0,0.009732,0.002924,0.000738,0.000993,0,false
0.017727,0.023454,0.067073,0.027431,0.021917,0.012849,0.046154,0.042324,0.103005,0.000591,0.012987,0.000591,0.015227,0.023256,0.017897,0,0.038929,0.032164,0.020664,0.024164,0.026667,false
0.015112,0.004264,0,0.004988,0.018718,0.010539,0.046154,0.040459,0.08835,0.000464,0.01039,0.000464,0.011331,0.014535,0.024609,0.009259,0.038929,0.025341,0.019004,0.018206,0.004848,false
0.002906,0,0,0,0.003791,0.001618,0.184615,0.010043,0.054653,0.000018,0.001484,0.000018,0.002479,0,0.004474,0,0.017032,0.009747,0.00369,0.003972,0,false
0.017437,0,0,0,0.03021,0.014269,0.007692,0.190555,0.025413,0.002958,0.0141,0.002958,0.015227,0.005814,0.029083,0,0.036496,0.007797,0.031365,0.028136,0,false
0.008137,0.006397,0.018293,0.007481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007273,true
0.006103,0.002132,0,0.002494,0.010425,0.005713,0.069231,0.028073,0.069044,0.000174,0.005566,0.000174,0.00602,0,0.006711,0,0.036496,0.022417,0.009594,0.011917,0.002424,false
0.020634,0,0,0,0.027959,0.017581,0.061538,0.028742,0.207554,0.00055,0.01744,0.00055,0.016289,0.011628,0.022371,0.092593,0.026764,0.052632,0.021771,0.03906,0,false
0.017437,0.031983,0.02439,0.022444,0.045492,0.028915,0.015385,0.133859,0.073291,0.00421,0.028942,0.00421,0.017705,0.005814,0.01566,0,0.065693,0.039961,0.039483,0.056273,0.036364,false
0.007556,0,0,0,0.012795,0.006907,0.146154,0.012434,0.188459,0.000093,0.00705,0.000093,0.007082,0,0.011186,0,0.014599,0.02924,0.010332,0.017213,0,false
0.005231,0.004264,0,0,0.00616,0.002987,0.076923,0.024271,0.041735,0.000079,0.002968,0.000079,0.004603,0,0.008949,0,0.029197,0.012671,0.005535,0.007282,0.004848,true
0.000872,0,0,0,0.000829,0.000243,0.384615,0.004782,0.017252,0.000001,0.000371,0.000001,0.001416,0,0,0,0.009732,0.002924,0.000738,0.000993,0,false
0.006975,0.006397,0.012195,0,0.005094,0.002259,0.046154,0.038857,0.019727,0.000096,0.002226,0.000096,0.004958,0.011628,0.006711,0.009259,0.03163,0.005848,0.005166,0.004965,0.007273,false
0,0,0,0,0.000118,0,0,0,0,0,0,0,0,0,0,0,0.002433,0,0.000185,0,0,false
0.00959,0.012793,0,0.004988,0.010188,0.004744,0.030769,0.058728,0.027414,0.000303,0.004824,0.000303,0.009207,0.002907,0.008949,0,0.03163,0.008772,0.009594,0.011255,0.014545,false
0.002906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.013078,0.01919,0.030488,0.004988,0.013624,0.007047,0.015385,0.112984,0.021166,0.000866,0.00705,0.000866,0.010623,0.020349,0.01566,0,0.051095,0.009747,0.012915,0.014896,0.021818,false
0.009009,0.008529,0,0.009975,0.013742,0.007584,0.053846,0.035127,0.073256,0.00029,0.007421,0.00029,0.009207,0,0.008949,0,0.036496,0.023392,0.012731,0.015558,0.009697,false
0.003487,0.006397,0.012195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007273,false
0.011334,0.023454,0.04878,0.014963,0.020377,0.012128,0.030769,0.05605,0.073414,0.000739,0.012245,0.000739,0.009915,0,0.022371,0,0.048662,0.031189,0.017897,0.024826,0.026667,false
0.011915,0.006397,0,0.007481,0.015046,0.008471,0.038462,0.050383,0.05704,0.000464,0.008534,0.000464,0.012748,0.002907,0.004474,0.009259,0.046229,0.022417,0.014022,0.016882,0.007273,false
0.000872,0,0,0,0.000474,0.000099,0.515385,0.003587,0.009354,0,0,0,0.000708,0,0,0,0.007299,0.000975,0.000554,0.000331,0,false
0.049695,0.051173,0.140244,0.05985,0.068594,0.044748,0.023077,0.072382,0.209765,0.003523,0.044898,0.003523,0.048159,0.023256,0.040268,0.055556,0.038929,0.05848,0.064945,0.075141,0.058182,true
0.044173,0.036247,0.073171,0.029925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041212,true
0.022958,0.025586,0.030488,0.012469,0.028788,0.017135,0.023077,0.078551,0.073993,0.001464,0.017069,0.001464,0.021601,0.002907,0.022371,0.037037,0.051095,0.030214,0.026937,0.032109,0.029091,false
0.004359,0.006397,0,0,0.004383,0.001694,0.076923,0.022956,0.025027,0.000042,0.001855,0.000042,0.004603,0,0.002237,0,0.019465,0.004873,0.004613,0.003972,0.007273,false
0.001744,0,0,0,0.001422,0.000493,0.307692,0.005978,0.027993,0.000003,0.000371,0.000003,0.001416,0,0.002237,0,0.012165,0.004873,0.001292,0.001655,0,false
0.010462,0.014925,0.018293,0.007481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01697,false
0.013659,0.023454,0.054878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026667,true
0.000581,0,0,0,0.000118,0,0,0,0,0,0,0,0.000354,0,0,0,0.002433,0,0.000185,0,0,false
0.003778,0,0,0,0.003436,0.001192,0.130769,0.014347,0.028169,0.000019,0.001113,0.000019,0.003187,0,0.006711,0,0.012165,0.004873,0.003137,0.003972,0,false
0.004069,0.004264,0,0.002494,0.00462,0.002151,0.1,0.018651,0.039138,0.000044,0.002226,0.000044,0.003541,0,0.006711,0,0.029197,0.009747,0.004797,0.004303,0.004848,false
0.409765,0.268657,0.195122,0.259352,0.671603,0.580677,0,0.514515,0.382902,0.324998,0.580705,0.324998,0.33711,1,0.237136,0.064815,0.119221,0.255361,0.621402,0.761668,0.289697,true
0.01424,0.008529,0.012195,0.009975,0.016349,0.009022,0.038462,0.044835,0.068272,0.00044,0.008905,0.00044,0.012394,0.014535,0.017897,0,0.036496,0.023392,0.014391,0.019861,0.009697,false
0.006684,0.006397,0,0.007481,0.00462,0.002085,0.130769,0.014347,0.0493,0.000033,0.002226,0.000033,0.006374,0,0.008949,0,0.024331,0.009747,0.004982,0.003972,0.004848,false
0.030514,0.017058,0.018293,0.012469,0.041346,0.027596,0.030769,0.067169,0.139387,0.002016,0.027458,0.002016,0.02762,0.026163,0.038031,0,0.055961,0.059454,0.0369,0.049321,0.019394,true
0.001162,0.002132,0,0,0.001777,0.000687,0.223077,0.008369,0.027835,0.000006,0.000742,0.000006,0.001062,0,0,0,0.017032,0.005848,0.001661,0.001986,0.002424,false
0.009881,0.025586,0.054878,0.009975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029091,false
0.00494,0.014925,0,0.012469,0.015046,0.007992,0.023077,0.071186,0.038102,0.000619,0.008163,0.000619,0.005312,0,0.002237,0,0.046229,0.01462,0.01476,0.015558,0.01697,false
0.003197,0.002132,0,0.002494,0.002843,0.00116,0.115385,0.016141,0.024378,0.00002,0.001113,0.00002,0.002833,0,0.004474,0,0.021898,0.005848,0.002768,0.002979,0.002424,true
0.001162,0,0,0,0.00154,0.000556,0.253846,0.007174,0.026308,0.000004,0.000371,0.000004,0.001062,0,0,0,0.014599,0.004873,0.001476,0.001655,0,false
0.00465,0.002132,0,0.002494,0.007582,0.003922,0.076923,0.024605,0.054056,0.000105,0.004082,0.000105,0.003541,0.002907,0.008949,0,0.034063,0.016569,0.007196,0.008275,0.002424,false
0.00959,0.008529,0,0.002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009697,true
0.003487,0.002132,0,0.002494,0.004383,0.001871,0.061538,0.028694,0.022114,0.000058,0.001855,0.000058,0.002833,0,0.006711,0,0.029197,0.004873,0.004982,0.00331,0.002424,false
0.000872,0,0,0,0.001185,0.000392,0.307692,0.005978,0.022254,0.000003,0.000371,0.000003,0.000708,0,0,0,0.012165,0.003899,0.001107,0.001324,0,false
0.000872,0,0,0,0.000474,0.000099,0.515385,0.003587,0.009354,0,0,0,0.000708,0,0,0,0.007299,0.000975,0.000554,0.000331,0,false
