loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
0.139373,0.090909,0.08,0.090909,0.090416,0.063701,0.045,0.205581,0.236455,0.017161,0.064394,0.017161,0.145038,0.022727,0,0,0.351351,0.166667,0.097345,0.079439,0.079545,false
0.020906,0,0,0,0.015371,0.00644,0.21,0.044651,0.110069,0.000377,0.007576,0.000377,0.019084,0,0,0,0.081081,0.041667,0.013274,0.018692,0,false
0.25784,0.090909,0,0.090909,0.139241,0.106803,0.035,0.260465,0.312908,0.036454,0.106061,0.036454,0.221374,0.045455,0.155172,0,0.405405,0.25,0.144543,0.130841,0.090909,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.017422,0,0,0,0.013562,0.00679,0.145,0.065116,0.079561,0.000579,0.007576,0.00058,0.007634,0,0,0,0.189189,0.041667,0.014749,0.011682,0,false
0.003484,0,0,0,0.005425,0.001959,0.2,0.046512,0.032114,0.000119,0.003788,0.000119,0,0,0,0,0.135135,0.008333,0.007375,0.002336,0,false
0.062718,0.045455,0,0.045455,0.028933,0.017749,0.06,0.151256,0.089609,0.003516,0.018939,0.003516,0.049618,0.022727,0.017241,0.166667,0.351351,0.066667,0.032448,0.023364,0.045455,false
0.003484,0,0,0,0.004521,0.001466,0.25,0.037209,0.030042,0.000071,0,0.000071,0,0,0,0,0.108108,0.008333,0.0059,0.002336,0,false
0.017422,0,0,0,0.009946,0.004403,0.125,0.074419,0.045167,0.000429,0.003788,0.000429,0.015267,0,0,0,0.162162,0.025,0.010324,0.009346,0,false
0.212544,0.295455,0,0.181818,0.402351,0.380339,0.01,0.779163,0.372475,0.388363,0.378788,0.388364,0.19084,0,0.086207,0,1,0.6,0.415929,0.380841,0.397727,true
0.139373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
0.04878,0,0,0,0.030741,0.017904,0.095,0.096744,0.1412,0.00227,0.018939,0.00227,0.030534,0,0,0,0.216216,0.083333,0.030973,0.030374,0,false
0.163763,0.090909,0.08,0.090909,0.090416,0.064246,0.03,0.301023,0.162799,0.02535,0.064394,0.02535,0.122137,0.022727,0.103448,0,0.405405,0.158333,0.087021,0.095794,0.090909,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.052265,0.022727,0,0.022727,0.028933,0.016851,0.09,0.104186,0.123433,0.002301,0.015152,0.0023,0.041985,0,0.017241,0,0.216216,0.083333,0.026549,0.03271,0.022727,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.160279,0.090909,0.16,0.068182,0.101266,0.077216,0.03,0.325581,0.18098,0.032945,0.075758,0.032944,0.122137,0.113636,0.103448,0.166667,0.540541,0.2,0.103245,0.098131,0.090909,false
0.003484,0,0,0,0.000904,0,0,0,0,0,0,0,0,0,0,0,0.027027,0,0.001475,0,0,false
0.003484,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.111498,0.068182,0.08,0.068182,0.079566,0.055564,0.05,0.184558,0.229721,0.01344,0.056818,0.013439,0.103053,0.022727,0.051724,0,0.351351,0.158333,0.087021,0.067757,0.068182,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0.027027,0,0.001475,0,0,false
0.076655,0.045455,0,0.045455,0.051537,0.031616,0.055,0.169116,0.14265,0.007007,0.030303,0.007008,0.064885,0.022727,0.051724,0,0.27027,0.091667,0.054572,0.046729,0.045455,false
0.017422,0,0,0,0.009042,0.004003,0.2,0.046512,0.065679,0.000244,0.003788,0.000244,0.003817,0,0,0,0.135135,0.033333,0.00885,0.009346,0,false
0.160279,0.272727,0.36,0.204545,0.208861,0.164637,0.015,0.68707,0.182845,0.148228,0.162879,0.148228,0.152672,0,0.086207,0,0.594595,0.233333,0.202065,0.219626,0.272727,true
0.003484,0,0,0,0.002712,0.0006,0.5,0.018605,0.024604,0.000015,0,0.000014,0,0,0,0,0.054054,0.008333,0.00295,0.002336,0,false
0.087108,0.045455,0,0.045455,0.04792,0.031824,0.055,0.171163,0.141873,0.007138,0.030303,0.007138,0.080153,0,0.051724,0,0.324324,0.125,0.044248,0.053738,0.045455,false
0.031359,0,0,0,0.007233,0.003031,0.2,0.046512,0.049725,0.000185,0.003788,0.000185,0.015267,0,0.017241,0,0.135135,0.025,0.007375,0.007009,0,false
0.003484,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.003484,0,0,0,0.003617,0.00101,0.5,0.018605,0.041438,0.000025,0,0.000024,0.003817,0,0,0,0.054054,0.016667,0.00295,0.004673,0,false
0.146341,0.113636,0.16,0.090909,0.085895,0.064273,0.025,0.351628,0.13949,0.029616,0.064394,0.029617,0.114504,0,0.172414,0,0.567568,0.166667,0.087021,0.084112,0.113636,true
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.038328,0.022727,0,0.022727,0.024412,0.014483,0.075,0.127814,0.086398,0.002428,0.015152,0.002428,0.030534,0,0.017241,0,0.297297,0.066667,0.025074,0.023364,0.022727,false
0.04878,0.022727,0,0.022727,0.025316,0.013814,0.08,0.117023,0.090127,0.002117,0.015152,0.002117,0.038168,0.022727,0.034483,0,0.216216,0.058333,0.025074,0.025701,0.022727,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0.007634,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.013937,0,0,0,0.006329,0.002284,0.5,0.018605,0.093701,0.000056,0.003788,0.000056,0.007634,0,0,0,0.054054,0.033333,0.004425,0.009346,0,false
0.017422,0,0,0,0.008137,0.00341,0.2,0.046512,0.055941,0.000208,0.003788,0.000208,0.015267,0,0,0,0.135135,0.025,0.00885,0.007009,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0,0,0,0,0.000904,0,0,0,0,0,0,0,0,0,0,0,0.027027,0,0.001475,0,0,false
0.059233,0.022727,0,0.022727,0.026221,0.013943,0.075,0.124093,0.085776,0.002266,0.015152,0.002266,0.049618,0,0.051724,0,0.216216,0.05,0.028024,0.023364,0.022727,false
0.052265,0,0,0,0.0434,0.027031,0.09,0.101023,0.204237,0.003578,0.026515,0.003578,0.038168,0,0,0,0.216216,0.116667,0.042773,0.044393,0,false
0.052265,0,0,0,0.030741,0.018239,0.085,0.108837,0.127888,0.002601,0.018939,0.002601,0.034351,0.022727,0.017241,0,0.243243,0.083333,0.030973,0.030374,0,false
0.083624,0.068182,0,0.045455,0.057866,0.037056,0.055,0.16614,0.170258,0.008066,0.037879,0.008066,0.080153,0.022727,0.017241,0,0.27027,0.116667,0.057522,0.058411,0.068182,false
0.010453,0,0,0,0.006329,0.002481,0.2,0.046512,0.040713,0.000151,0.003788,0.000151,0.007634,0,0,0,0.135135,0.016667,0.007375,0.004673,0,false
0.003484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.010453,0,0,0,0.006329,0.002481,0.2,0.046512,0.040713,0.000151,0.003788,0.000151,0.007634,0,0,0,0.135135,0.016667,0.007375,0.004673,0,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0.027027,0,0.001475,0,0,false
0.010453,0,0,0,0.007233,0.002836,0.165,0.055814,0.038796,0.000207,0.003788,0.000207,0.007634,0,0,0,0.162162,0.008333,0.010324,0.002336,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0.007634,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.062718,0.022727,0,0.022727,0.036166,0.022186,0.075,0.126884,0.133482,0.003688,0.022727,0.003688,0.045802,0.022727,0.034483,0,0.27027,0.091667,0.036873,0.035047,0.022727,false
0.066202,0.136364,0.24,0.045455,0.048825,0.03041,0.05,0.178233,0.130167,0.007105,0.030303,0.007105,0.053435,0,0.017241,0,0.27027,0.1,0.045723,0.053738,0.136364,true
0.010453,0,0,0,0.005425,0.001959,0.25,0.037209,0.040143,0.000096,0.003788,0.000095,0.007634,0,0,0,0.108108,0.016667,0.0059,0.004673,0,false
0.017422,0,0,0,0.005425,0.001959,0.25,0.037209,0.040143,0.000096,0.003788,0.000095,0.007634,0.045455,0,0,0.108108,0.016667,0.0059,0.004673,0,false
0.003484,0,0,0,0.01085,0.005034,0.2,0.046512,0.082617,0.000307,0.003788,0.000307,0,0,0,0,0.135135,0.041667,0.010324,0.011682,0,false
0.191638,0.204545,0.32,0.204545,0.140145,0.10417,0.03,0.328744,0.241842,0.044868,0.102273,0.044868,0.183206,0.090909,0.034483,0,0.432432,0.2,0.150442,0.123832,0.204545,false
0.268293,0.113636,0.08,0.113636,0.269439,0.227462,0.045,0.202605,0.856832,0.060385,0.227273,0.060385,0.270992,0.022727,0.017241,0,0.324324,0.45,0.294985,0.228972,0.102273,true
0.275261,0.227273,0,0.227273,0.24774,0.20682,0.015,0.53414,0.295504,0.144752,0.208333,0.144753,0.251908,0.045455,0.172414,0,0.594595,0.341667,0.246313,0.25,0.227273,true
0.013937,0,0,0,0.009946,0.0039,0.19,0.049674,0.059981,0.000254,0.003788,0.000253,0.01145,0,0,0,0.108108,0.025,0.010324,0.009346,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.261324,0.272727,0.36,0.136364,0.201627,0.164965,0.025,0.398884,0.315653,0.086213,0.166667,0.086213,0.225191,0.022727,0.12069,0,0.513514,0.325,0.199115,0.205607,0.272727,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.020906,0.022727,0,0.022727,0.009946,0.004403,0.095,0.097674,0.034393,0.000564,0.003788,0.000564,0.019084,0,0,0,0.189189,0.016667,0.011799,0.007009,0.022727,true
0.013937,0,0,0,0.007233,0.003031,0.2,0.046512,0.049725,0.000185,0.003788,0.000185,0.01145,0,0,0,0.135135,0.025,0.007375,0.007009,0,false
0.059233,0.022727,0,0.022727,0.038879,0.024896,0.055,0.175814,0.107998,0.005739,0.026515,0.005739,0.057252,0,0.017241,0,0.351351,0.091667,0.039823,0.037383,0.022727,false
0.142857,0.090909,0.16,0.068182,0.085895,0.062958,0.025,0.351442,0.136693,0.028993,0.064394,0.028993,0.110687,0.090909,0.086207,0.166667,0.540541,0.15,0.089971,0.079439,0.090909,false
0.034843,0,0,0,0.022604,0.012628,0.1,0.093023,0.103595,0.001539,0.011364,0.00154,0.026718,0,0,0,0.216216,0.066667,0.022124,0.023364,0,false
0.003484,0,0,0,0.002712,0.0006,0.5,0.018605,0.024604,0.000015,0,0.000014,0,0,0,0,0.054054,0.008333,0.00295,0.002336,0,false
0.010453,0,0,0,0.005425,0.001959,0.25,0.037209,0.040143,0.000096,0.003788,0.000095,0.007634,0,0,0,0.108108,0.016667,0.0059,0.004673,0,false
0.15331,0.045455,0,0.045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0.027027,0,0.001475,0,0,false
0.003484,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.003484,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.101045,0.068182,0,0.068182,0.066908,0.045397,0.05,0.177302,0.19538,0.010547,0.045455,0.010547,0.091603,0,0.034483,0,0.324324,0.141667,0.069322,0.063084,0.068182,false
0.041812,0,0,0,0.009042,0.004003,0.21,0.044651,0.068424,0.000234,0.003788,0.000234,0.026718,0,0.017241,0,0.108108,0.041667,0.0059,0.014019,0,false
0.02439,0,0,0,0.003617,0.00101,1,0.009302,0.082876,0.000012,0,0.000012,0.019084,0,0,0,0.027027,0.025,0.001475,0.007009,0,false
0.010453,0,0,0,0.005425,0.001959,0.2,0.046512,0.032114,0.000119,0.003788,0.000119,0.007634,0,0,0,0.135135,0.008333,0.007375,0.002336,0,false
0.28223,0.136364,0,0.113636,0.197107,0.164551,0.025,0.402419,0.312079,0.086767,0.162879,0.086767,0.236641,0.227273,0.137931,0,0.540541,0.358333,0.184366,0.21729,0.136364,false
0.031359,0,0,0,0.008137,0.00341,0.2,0.046512,0.055941,0.000208,0.003788,0.000208,0.015267,0.045455,0.034483,0,0.135135,0.025,0.00885,0.007009,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0.007634,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.216028,0.25,0,0.25,0.136528,0.10007,0.035,0.26586,0.287216,0.034868,0.098485,0.034868,0.217557,0.045455,0.034483,0,0.378378,0.2,0.150442,0.114486,0.25,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0.027027,0,0.001475,0,0,false
0.041812,0.022727,0,0.022727,0.028933,0.016518,0.08,0.115721,0.108878,0.002506,0.015152,0.002505,0.026718,0,0,0,0.216216,0.075,0.026549,0.03271,0.022727,false
0.055749,0.022727,0,0.022727,0.0217,0.01154,0.085,0.111628,0.078887,0.001688,0.011364,0.001688,0.045802,0,0.051724,0,0.216216,0.05,0.022124,0.021028,0.022727,false
0.205575,0.022727,0,0.022727,0.141049,0.114907,0.09,0.101767,0.861753,0.015322,0.113636,0.015323,0.217557,0,0.017241,0,0.216216,0.408333,0.131268,0.156542,0.022727,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0.007634,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.1777,0.136364,0.08,0.136364,0.157324,0.116136,0.025,0.366326,0.241946,0.055744,0.117424,0.055744,0.167939,0,0.051724,0,0.405405,0.2,0.163717,0.147196,0.136364,false
0.066202,0.045455,0,0.045455,0.029837,0.018584,0.055,0.162791,0.087123,0.003964,0.018939,0.003965,0.049618,0.022727,0.034483,0.166667,0.378378,0.066667,0.033923,0.023364,0.045455,false
0.15331,0.227273,0.12,0.045455,0.276673,0.219194,0.015,0.70214,0.238216,0.201694,0.219697,0.201694,0.114504,0,0.224138,0,0.540541,0.258333,0.278761,0.273364,0.227273,false
0,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.010453,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0.022727,0,0,0.027027,0,0.001475,0,0,true
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.080139,0.090909,0.08,0.068182,0.116637,0.091466,0.02,0.462698,0.150834,0.055458,0.090909,0.055458,0.072519,0,0.051724,0,0.702703,0.191667,0.125369,0.102804,0.090909,true
0.04878,0.068182,0.08,0.068182,0.044304,0.027594,0.03,0.309395,0.068062,0.011184,0.026515,0.011184,0.045802,0,0.017241,0,0.378378,0.066667,0.044248,0.044393,0.068182,false
0.320557,0.204545,0.08,0.204545,0.221519,0.18834,0.035,0.274791,0.52305,0.067817,0.189394,0.067817,0.290076,0.090909,0.206897,0,0.432432,0.433333,0.219764,0.224299,0.204545,false
0.017422,0,0,0,0.013562,0.00679,0.11,0.083721,0.061898,0.000745,0.007576,0.000745,0.015267,0,0,0,0.243243,0.025,0.017699,0.007009,0,false
0.041812,0.022727,0,0.022727,0.018987,0.009506,0.07,0.130233,0.055682,0.001622,0.011364,0.001623,0.034351,0,0.034483,0,0.216216,0.033333,0.020649,0.016355,0.022727,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.073171,0.045455,0,0.045455,0.046112,0.029133,0.055,0.170605,0.130374,0.006511,0.030303,0.006511,0.068702,0.022727,0.017241,0,0.297297,0.1,0.045723,0.046729,0.045455,false
0.080139,0,0,0,0.014467,0.007477,0.19,0.049674,0.11499,0.000486,0.007576,0.000486,0.053435,0,0.017241,0,0.108108,0.075,0.0059,0.028037,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.052265,0.022727,0,0.022727,0.022604,0.011682,0.08,0.11907,0.074847,0.001823,0.011364,0.001823,0.045802,0,0.034483,0,0.216216,0.041667,0.025074,0.018692,0.022727,false
0.073171,0.022727,0,0.022727,0.056962,0.036476,0.09,0.106047,0.262509,0.005069,0.037879,0.005069,0.061069,0,0.017241,0,0.243243,0.125,0.064897,0.044393,0.022727,false
0.020906,0,0,0,0.012658,0.006338,0.165,0.055814,0.086657,0.000464,0.007576,0.000463,0.01145,0,0,0,0.162162,0.05,0.011799,0.014019,0,false
0.439024,0.545455,0.24,0.477273,0.358047,0.291687,0.015,0.710884,0.313115,0.271717,0.291667,0.271717,0.412214,0.159091,0.155172,0,0.567568,0.3,0.390855,0.306075,0.545455,false
0.02439,0,0,0,0.015371,0.007427,0.14,0.066977,0.084637,0.000652,0.007576,0.000652,0.022901,0,0,0,0.162162,0.041667,0.016224,0.014019,0,false
0.020906,0.022727,0,0.022727,0.01085,0.005034,0.165,0.055814,0.068839,0.000368,0.003788,0.000368,0.019084,0,0,0,0.162162,0.033333,0.011799,0.009346,0.022727,false
0.108014,0.045455,0,0.045455,0.056058,0.038035,0.055,0.173767,0.166891,0.008665,0.037879,0.008665,0.087786,0.090909,0.051724,0,0.351351,0.133333,0.057522,0.053738,0.045455,false
0.04878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0.027027,0,0.001475,0,0,false
0.33101,0.181818,0,0.159091,0.24774,0.196272,0.02,0.414698,0.361131,0.10667,0.19697,0.10667,0.312977,0.159091,0.086207,0,0.405405,0.3,0.246313,0.25,0.181818,true
0.445993,0.477273,0.6,0.363636,0.311031,0.263515,0.02,0.474977,0.42334,0.164028,0.265152,0.164028,0.416031,0.022727,0.224138,0,0.513514,0.4,0.317109,0.301402,0.477273,false
0.055749,0.045455,0.08,0.045455,0.026221,0.014649,0.065,0.139535,0.080131,0.002679,0.015152,0.002678,0.045802,0,0.034483,0,0.27027,0.05,0.029499,0.021028,0.045455,false
0.10453,0.068182,0.08,0.045455,0.067812,0.046474,0.04,0.24186,0.146638,0.01473,0.045455,0.01473,0.10687,0,0.017241,0,0.405405,0.125,0.072271,0.060748,0.068182,false
0.226481,0.113636,0,0.113636,0.138336,0.099889,0.03,0.294512,0.258883,0.038541,0.098485,0.038542,0.194656,0.090909,0.155172,0,0.351351,0.191667,0.143068,0.130841,0.113636,false
0.003484,0,0,0,0.002712,0.0006,0.5,0.018605,0.024604,0.000015,0,0.000014,0,0,0,0,0.054054,0.008333,0.00295,0.002336,0,false
0.006969,0,0,0,0.000904,0,0,0,0,0,0,0,0.003817,0,0,0,0.027027,0,0.001475,0,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.027875,0,0,0,0.018083,0.009868,0.165,0.055814,0.134932,0.000722,0.011364,0.000722,0.015267,0,0.017241,0,0.162162,0.075,0.016224,0.021028,0,false
0.006969,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0.007634,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.017422,0,0,0,0.009042,0.004003,0.2,0.046512,0.065679,0.000244,0.003788,0.000244,0.003817,0,0,0,0.135135,0.033333,0.00885,0.009346,0,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.010453,0,0,0,0.005425,0.001959,0.335,0.027907,0.053558,0.000072,0.003788,0.000071,0.01145,0,0,0,0.081081,0.025,0.004425,0.007009,0,false
0.041812,0,0,0,0.006329,0.002052,0.665,0.013953,0.112245,0.000038,0.003788,0.000038,0.030534,0,0.017241,0,0.027027,0.033333,0.001475,0.014019,0,true
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.045296,0.022727,0,0.022727,0.017179,0.008601,0.085,0.111628,0.05879,0.001258,0.007576,0.001258,0.030534,0,0.068966,0,0.216216,0.033333,0.019174,0.014019,0.022727,false
0.027875,0.022727,0,0.022727,0.009946,0.004167,0.15,0.061953,0.051279,0.000339,0.003788,0.000339,0.022901,0,0.017241,0,0.135135,0.025,0.010324,0.009346,0.022727,false
0.013937,0,0,0,0.006329,0.002481,0.25,0.037209,0.050917,0.000121,0.003788,0.000121,0.01145,0,0,0,0.108108,0.025,0.0059,0.007009,0,false
0.045296,0,0,0,0.023508,0.013691,0.165,0.055814,0.187196,0.001001,0.015152,0.001001,0.015267,0,0.017241,0,0.162162,0.1,0.020649,0.028037,0,true
0.020906,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.076655,0,0,0,0.060579,0.038792,0.105,0.088186,0.33601,0.004479,0.037879,0.004478,0.068702,0,0.017241,0,0.189189,0.141667,0.064897,0.053738,0,true
0.003484,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.041812,0.022727,0,0.022727,0.020796,0.010412,0.07,0.130233,0.061017,0.001777,0.011364,0.001777,0.034351,0,0,0,0.189189,0.041667,0.019174,0.023364,0.022727,false
0.003484,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.010453,0,0,0,0.006329,0.002481,0.2,0.046512,0.040713,0.000151,0.003788,0.000151,0.007634,0,0,0,0.135135,0.016667,0.007375,0.004673,0,false
0.013937,0,0,0,0.008137,0.00341,0.165,0.055814,0.046618,0.000249,0.003788,0.000249,0.01145,0,0,0,0.162162,0.016667,0.010324,0.004673,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.04878,0,0,0,0.028933,0.016851,0.085,0.111628,0.115197,0.002465,0.015152,0.002465,0.034351,0.022727,0.017241,0,0.243243,0.075,0.029499,0.028037,0,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.010453,0,0,0,0.006329,0.002481,0.2,0.046512,0.040713,0.000151,0.003788,0.000151,0.007634,0,0,0,0.135135,0.016667,0.007375,0.004673,0,false
0.620209,0.272727,0.12,0.25,0.326401,0.283074,0.02,0.424558,0.508909,0.157462,0.284091,0.157462,0.5,0.545455,0.37931,0,0.459459,0.475,0.306785,0.357477,0.272727,true
0.003484,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.003484,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.034843,0,0,0,0.031646,0.016828,0.115,0.082605,0.155289,0.001823,0.015152,0.001823,0.022901,0,0,0.25,0.135135,0.075,0.028024,0.037383,0,false
0.02439,0,0,0,0.025316,0.013463,0.11,0.083721,0.122708,0.001477,0.015152,0.001477,0.019084,0,0,0,0.162162,0.066667,0.023599,0.028037,0,false
0,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.010453,0,0,0,0.003617,0.00101,0.335,0.027907,0.027608,0.000037,0,0.000037,0.007634,0,0,0,0.081081,0.008333,0.004425,0.002336,0,false
0.027875,0,0,0,0.028029,0.013542,0.145,0.063814,0.162022,0.001132,0.015152,0.001132,0.026718,0,0,0,0.108108,0.058333,0.028024,0.028037,0,true
0.066202,0,0,0,0.056058,0.036802,0.09,0.103442,0.271729,0.004985,0.037879,0.004985,0.045802,0,0,0,0.216216,0.15,0.054572,0.058411,0,false
0.226481,0.340909,0.4,0.318182,0.234177,0.203092,0.02,0.465674,0.332798,0.123932,0.204545,0.123932,0.171756,0.022727,0.310345,0,0.621622,0.425,0.218289,0.259346,0.340909,true
0.003484,0,0,0,0.005425,0.001959,0.2,0.046512,0.032114,0.000119,0.003788,0.000119,0,0,0,0,0.135135,0.008333,0.007375,0.002336,0,false
0.003484,0,0,0,0.002712,0.0006,0.5,0.018605,0.024604,0.000015,0,0.000014,0,0,0,0,0.054054,0.008333,0.00295,0.002336,0,true
0.010453,0,0,0,0.008137,0.00341,0.165,0.055814,0.046618,0.000249,0.003788,0.000249,0.007634,0,0,0,0.162162,0.016667,0.010324,0.004673,0,false
0.010453,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0,0,0,0,0.004521,0.001466,0.335,0.027907,0.040091,0.000054,0,0.000054,0,0,0,0,0.081081,0.016667,0.004425,0.004673,0,false
0.055749,0,0,0,0.040687,0.02456,0.09,0.102326,0.183155,0.003293,0.022727,0.003293,0.049618,0,0.034483,0,0.27027,0.083333,0.050147,0.025701,0,false
